iso3,year,gdppc_ppp
CHL,2007,22878.8834428789
CHN,2007,8013.71568302247
CIV,2007,3999.69095682208
CMR,2007,4302.6192630847
COD,2007,1091.0040733455
COG,2007,7375.82454100145
COL,2007,13318.3033138168
COM,2007,3012.54746686894
CPV,2007,6767.40677380347
CRI,2007,17743.6227382356
CSS,2007,23936.2004354488
CUW,2007,33490.2548894598
CYM,2007,92343.7260001978
CYP,2007,43823.94140625
CZE,2007,39629.0061324728
DEU,2007,54832.9610328446
DMA,2007,16560.5179009944
DNK,2007,63604.5626658193
DOM,2007,13754.9212674095
DZA,2007,14114.6745192683
EAP,2007,8000.04080841655
EAR,2007,7596.35423975143
EAS,2007,11869.0038166633
ECA,2007,15785.8515243826
ECS,2007,36985.7650630137
ECU,2007,10952.8226853948
EGY,2007,11782.0060717966
EMU,2007,50812.7588970662
ESP,2007,45301.2843416374
EST,2007,35989.864986622
ETH,2007,1109.14330261241
EUU,2007,46274.4051559493
FCS,2007,5965.16029961574
FIN,2007,57313.2916474478
FJI,2007,9672.29015915616
FRA,2007,50157.7837477634
FSM,2007,3665.65753455567
GAB,2007,19751.8762216408
GBR,2007,49243.2517368789
GEO,2007,10567.2747164758
GHA,2007,3923.12567803728
GIN,2007,2587.0048887648
GMB,2007,2567.15728802982
GNB,2007,2065.86121747677
GNQ,2007,35540.4477563657
GRC,2007,41796.2336918303
GRD,2007,14376.2824512778
GRL,2007,56763.2387284359
GTM,2007,9772.8053901732
GUY,2007,9354.08017716534
HIC,2007,48145.6974565439
HKG,2007,53813.0792084943
HND,2007,5461.90151889031
HPC,2007,2458.89715452073
HRV,2007,30508.2798073417
HTI,2007,3268.81890675823
HUN,2007,29044.0669021254
IBD,2007,10182.5836687729
IBT,2007,8640.33308484228
IDA,2007,3706.86214983469
IDB,2007,5194.24442948697
IDN,2007,7802.46406905954
IDX,2007,2907.65407336931
IND,2007,4379.69604361151
IRL,2007,66590.1938973457
IRN,2007,15237.4237850549
IRQ,2007,10853.8161022311
ISL,2007,62940.7473430955
ISR,2007,36317.8525090071
ITA,2007,52747.1905476807
JAM,2007,10622.4442829007
JOR,2007,10161.4021194103
JPN,2007,42182.1758636624
KAZ,2007,24351.3464102542
KEN,2007,4116.45094720856
KGZ,2007,4558.71267894172
KHM,2007,3308.15747246544
KIR,2007,2286.4464773202
KNA,2007,23330.0442404195
KOR,2007,36257.3401689702
KWT,2007,79474.7611346377
LAC,2007,16311.1682916038
LAO,2007,4112.25301659759
LBN,2007,13941.5614244767
LBR,2007,1422.10019670004
LBY,2007,22422.0117594762
LCA,2007,20759.3043872305
LCN,2007,16820.9527256224
LDC,2007,2689.03224335791
LIC,2007,2534.74553598122
LKA,2007,8454.2067533326
LMC,2007,4946.43967820625
LMY,2007,7757.66589586237
LSO,2007,2470.31462127885
LTE,2007,12358.0232027632
LTU,2007,29370.7739737176
LUX,2007,138677.965491876
LVA,2007,29423.7371235063
MAC,2007,102879.639164559
MAR,2007,6620.59033203125
MDA,2007,8854.83397616724
MDG,2007,1731.61751794976
MDV,2007,17439.9504862625
MEA,2007,12144.084037953
MEX,2007,21102.2688314629
MHL,2007,4222.41292273556
MIC,2007,8192.68646199635
MKD,2007,15118.3063672461
MLI,2007,2515.94692367878
MLT,2007,34980.4009462349
MMR,2007,2968.3033151236
MNA,2007,8609.12407426356
MNE,2007,18966.5316118445
MNG,2007,8750.13407442299
MOZ,2007,1095.12568701598
MRT,2007,6002.77832165174
MUS,2007,16904.2745171796
MWI,2007,1318.33196397214
MYS,2007,22305.118263117
NAC,2007,60574.8958787286
NAM,2007,10162.2400708746
NER,2007,1252.74827252938
NGA,2007,6949.42650737506
NIC,2007,5697.21109549591
NLD,2007,62601.6205718183
NOR,2007,87043.4979357593
NPL,2007,2708.7143922589
NRU,2007,6109.60106113352
NZL,2007,42346.0894838728
OED,2007,45160.7672425497
OMN,2007,43696.9691440917
OSS,2007,20703.8867531427
PAK,2007,4257.92556870432
PAN,2007,20208.8215796091
PER,2007,10286.3548193625
PHL,2007,5840.06810169965
PLW,2007,18255.6693104131
PNG,2007,3345.85030363442
POL,2007,24484.0656663756
PRE,2007,4153.51406143983
PRI,2007,41888.6232716478
PRT,2007,37226.47026267
PRY,2007,11141.8704701878
PSE,2007,4769.52328096801
PSS,2007,6146.06973733894
PST,2007,50004.5938639974
QAT,2007,109579.67852883
ROU,2007,24328.4940230196
RUS,2007,32630.369140625
RWA,2007,1516.26750609323
SAS,2007,4330.30260571846
SAU,2007,53318.4191601834
SDN,2007,4415.78515625
SEN,2007,3316.42037834774
SGP,2007,90417.8073849967
SLB,2007,2384.31783066088
SLE,2007,2377.80530113361
SLV,2007,8548.83476118605
SMR,2007,86785.0181147659
SOM,2007,887.36935223579
SRB,2007,17028.1573139848
SSA,2007,4695.18096839035
SSF,2007,4334.88334721941
SST,2007,19583.3245339467
STP,2007,4698.08416961839
SUR,2007,20902.1391589279
SVK,2007,28075.8072794998
SVN,2007,39995.2052938397
SWE,2007,57230.7901610156
SWZ,2007,7866.73073455273
SYC,2007,23117.8555224771
SYR,2007,8829.30906367425
TCA,2007,21878.8206013071
TCD,2007,2613.47387385213
TEA,2007,8093.4907987686
TEC,2007,22656.1950373111
TGO,2007,1920.26928670654
THA,2007,15742.6552891781
TJK,2007,2181.89798056536
TKM,2007,7060.14844993043
TLA,2007,16697.3233162997
TLS,2007,3256.56973696199
TMN,2007,8635.00034712355
TON,2007,5506.65177833752
TSA,2007,4330.30260571846
TSS,2007,4334.88334721941
TTO,2007,34793.6457521105
TUN,2007,11613.9247511428
TUR,2007,19909.083519675
TUV,2007,3737.8786751003
TZA,2007,2423.61596679688
UGA,2007,1999.0624896434
UKR,2007,18374.013671875
UMC,2007,11315.4848398414
URY,2007,20803.893182056
USA,2007,61306.596938633
UZB,2007,4764.56391427529
VCT,2007,13732.3622591495
VIR,2007,62332.9445371347
VNM,2007,6418.54381402878
VUT,2007,3283.36553319499
WLD,2007,15510.865766861
WSM,2007,6013.27628827659
ZAF,2007,14016.2444716386
ZMB,2007,2796.3529332184
ZWE,2007,3631.53761566256
ABW,2008,39881.5879733887
AFE,2008,3934.08423728651
AFG,2008,2191.50435559062
AFW,2008,5181.8092768247
AGO,2008,11134.7047183666
ALB,2008,11056.3517677907
AND,2008,60691.6051530637
ARB,2008,15342.6243511252
ARE,2008,80285.1852028705
ARG,2008,27658.4853446831
ARM,2008,11727.4821272949
ATG,2008,32756.3067839753
AUS,2008,52473.3819160773
AUT,2008,61157.9873105684
AZE,2008,17963.0208126838
BDI,2008,1001.61751311947
BEL,2008,56787.7366257414
BEN,2008,2777.61974031765
BFA,2008,1779.32710911571
BGD,2008,3787.9382761855
BGR,2008,21846.0454072872
BHR,2008,52765.3899455546
BHS,2008,34498.0351399173
BIH,2008,11983.7696596485
BLR,2008,22137.9472928315
BLZ,2008,12415.6811300464
BMU,2008,115942.72717347
BOL,2008,8865.27246783163
BRA,2008,17113.3679822772
BRB,2008,24171.6517995745
BRN,2008,91275.5000919182
BTN,2008,8470.03471622855
BWA,2008,16040.3153236098
CAF,2008,1283.2728263106
CAN,2008,53711.6792064975
CEB,2008,28468.5964153978
CHE,2008,75355.202488789
CHL,2008,23509.7816931441
CHN,2008,8743.74491232188
CIV,2008,4096.72346918931
CMR,2008,4300.26640352464
COD,2008,1136.9467210438
COG,2008,7587.28826163492
COL,2008,13591.0609028567
COM,2008,3070.36952892496
CPV,2008,7169.13944155367
CRI,2008,18334.0135988616
CSS,2008,24319.2051196131
CUW,2008,33795.1308443427
CYM,2008,89380.1514801096
CYP,2008,44295.8125
CZE,2008,40328.3426630095
DEU,2008,55425.1109251245
DMA,2008,17738.0405685048
DNK,2008,62968.1612290596
DOM,2008,14030.1411084465
DZA,2008,14206.7767147039
EAP,2008,8584.59698871691
EAR,2008,7746.87244825617
EAS,2008,12377.8566019042
ECA,2008,16208.1405582938
ECS,2008,37463.8814972092
ECU,2008,11474.5257023541
EGY,2008,12391.5847624705
EMU,2008,50769.819687061
ESP,2008,44926.348951812
EST,2008,34236.950125417
ETH,2008,1193.74728332973
EUU,2008,46520.3727193221
FCS,2008,6111.27426760953
FIN,2008,57494.585352886
FJI,2008,9711.96604655315
FRA,2008,50068.2969141379
FRO,2008,54263.326408917
FSM,2008,3601.90031821178
GAB,2008,18493.0921103343
GBR,2008,48833.0712359377
GEO,2008,10856.1031328003
GHA,2008,4174.78124103364
GIN,2008,2629.5397474637
GMB,2008,2649.61119865306
GNB,2008,2105.54284991215
GNQ,2008,39994.6159790647
GRC,2008,41709.3877420312
GRD,2008,14463.560012123
GRL,2008,60506.1946272328
GTM,2008,9889.57209974855
GUY,2008,9546.70875949436
HIC,2008,48338.7785910574
HKG,2008,54630.3763985044
HND,2008,5566.70639487722
HPC,2008,2527.34515183734
HRV,2008,31113.8644665737
HTI,2008,3300.25849332968
HUN,2008,29384.0070385818
IBD,2008,10629.0771232054
IBT,2008,8987.31514974218
IDA,2008,3806.30214854969
IDB,2008,5271.03915181685
IDN,2008,8165.06155116624
IDX,2008,3018.00138189794
IND,2008,4450.39022919238
IRL,2008,62320.66630649
IRN,2008,15091.2506521463
IRQ,2008,11511.9387643664
ISL,2008,62831.1728631816
ISR,2008,36827.9249156064
ITA,2008,51806.3906176391
JAM,2008,10490.4686134498
JOR,2008,10641.5894255558
JPN,2008,41645.5722078975
KAZ,2008,24895.6645683245
KEN,2008,4002.88364073792
KGZ,2008,4894.9427801376
KHM,2008,3501.9257021932
KIR,2008,2172.35767589525
KNA,2008,25898.7823620981
KOR,2008,37064.1518484106
KWT,2008,77036.5083833055
LAC,2008,16724.7561246718
LAO,2008,4367.162880257
LBN,2008,14955.1413563252
LBR,2008,1463.12408187297
LBY,2008,21915.1976208274
LCA,2008,21651.233776084
LCN,2008,17243.3263542645
LDC,2008,2804.89369502388
LIC,2008,2592.98737534229
LKA,2008,8897.82686006864
LMC,2008,5080.30050907269
LMY,2008,8067.1550087492
LSO,2008,2589.16635854686
LTE,2008,13094.4138165822
LTU,2008,30445.7809464936
LUX,2008,135812.22230327
LVA,2008,28726.9722869522
MAC,2008,102474.668562926
MAR,2008,6901.95068359375
MDA,2008,9563.69814290939
MDG,2008,1794.40235887329
MDV,2008,18344.4866455436
MEA,2008,12379.3917296462
MEX,2008,20992.5602618229
MHL,2008,3903.30558742877
MIC,2008,8529.93088668596
MKD,2008,16038.1078627458
MLI,2008,2523.1996127255
MLT,2008,36286.3762693845
MMR,2008,3254.738978881
MNA,2008,8733.80596118955
MNE,2008,20239.0055766337
MNG,2008,9379.85489687765
MOZ,2008,1141.94256161019
MRT,2008,5813.35608368305
MUS,2008,17750.5936228988
MWI,2008,1378.42886690465
MYS,2008,22898.0027575442
NAC,2008,60110.4620870865
NAM,2008,10286.5124067605
NER,2008,1300.55418500177
NGA,2008,7215.76946222422
NIC,2008,5809.09964464617
NLD,2008,63678.4032834996
NOR,2008,86379.6624832291
NPL,2008,2852.60983167965
NRU,2008,7339.57869508137
NZL,2008,41561.1820713151
OED,2008,45022.4637924216
OMN,2008,46586.3955926767
OSS,2008,20620.442206477
PAK,2008,4233.34830715497
PAN,2008,21867.81875743
PER,2008,11151.530521564
PHL,2008,5987.03757861835
PLW,2008,17574.0751337338
PNG,2008,3233.91811872812
POL,2008,25553.9058406534
PRE,2008,4293.71626997956
PRI,2008,41358.0689136668
PRT,2008,37291.504896966
PRY,2008,11751.1391651711
PSE,2008,4984.80579890695
PSS,2008,6189.67466848363
PST,2008,49922.1584385831
QAT,2008,109206.297312914
ROU,2008,27039.7122195334
RUS,2008,34342.2265625
RWA,2008,1641.77767401672
SAS,2008,4419.83211246422
SAU,2008,54407.7081673247
SDN,2008,4446.40966796875
SEN,2008,3359.70567090311
SGP,2008,87329.5937792686
SLB,2008,2489.78306207696
SLE,2008,2404.65198784353
SLV,2008,8704.80584632591
SMR,2008,85120.2868772716
SOM,2008,919.132083452828
SRB,2008,17983.3557621585
SSA,2008,4806.08016860663
SSF,2008,4442.56054105323
SST,2008,19626.8024785101
STP,2008,4873.1813112046
SUR,2008,21515.8119551093
SVK,2008,29556.2617975695
SVN,2008,41278.6090856341
SWE,2008,56262.4700751994
SWZ,2008,7926.37961138221
SYC,2008,21990.3685269705
SYR,2008,8903.77225264131
TCA,2008,22689.3160133769
TCD,2008,2601.36125803518
TEA,2008,8684.51792940753
TEC,2008,23653.0169042806
TGO,2008,1941.15486668393
THA,2008,15891.7823409885
TJK,2008,2308.09430040334
TKM,2008,7944.99590073106
TLA,2008,17129.6140109507
TLS,2008,3530.88221940661
TMN,2008,8759.22767643736
TON,2008,5758.56828665219
TSA,2008,4419.83211246422
TSS,2008,4442.56054105323
TTO,2008,35825.3333456362
TUN,2008,11990.1962371716
TUR,2008,19839.5845462269
TUV,2008,3933.37396710875
TZA,2008,2493.25927734375
UGA,2008,2110.10049271503
UKR,2008,18883.986328125
UMC,2008,11880.0561407821
URY,2008,22249.3835165533
USA,2008,60798.4338401606
UZB,2008,5115.64391465594
VCT,2008,13850.3936790063
VIR,2008,63057.6263123638
VNM,2008,6659.13561432065
VUT,2008,3381.38564426088
WLD,2008,15747.7295109752
WSM,2008,6182.76327854773
XKX,2008,7098.40301909042
ZAF,2008,14297.6887802632
ZMB,2008,2908.14362510668
ZWE,2008,2954.09932377926
ABW,2009,34986.1484622772
AFE,2009,3869.99812557719
AFG,2009,2565.02208584099
AFW,2009,5355.44022713777
AGO,2009,10933.2712187989
ALB,2009,11430.6220336089
AND,2009,57203.9708883731
ARB,2009,15154.7950466565
ARE,2009,71488.9909603622
ARG,2009,25747.1976809995
ARM,2009,10143.2350796867
ATG,2009,28405.6900929523
AUS,2009,52407.9115378584
AUT,2009,58810.4422020872
AZE,2009,19242.3900077231
BDI,2009,988.19632868896
BEL,2009,55258.7071019666
BEN,2009,2758.07243150648
BFA,2009,1779.32305627973
BGD,2009,3942.13631207203
BGR,2009,21251.30543262
BHR,2009,50665.7507489219
BHS,2009,32630.263065979
BIH,2009,11826.6991802051
BLR,2009,22236.8387691136
BLZ,2009,12033.9096816588
BMU,2009,108962.816946419
BOL,2009,9011.55629962953
BRA,2009,16939.4407809047
BRB,2009,22840.8841002763
BRN,2009,87875.8283546044
BTN,2009,9019.11861272397
BWA,2009,13489.9509168296
CAF,2009,1402.68164770801
CAN,2009,51552.4223837895
CEB,2009,27511.7402795635
CHE,2009,72709.8138293408
CHL,2009,23013.5817893814
CHN,2009,9518.43214737204
CIV,2009,4151.05360874982
CMR,2009,4286.57718166156
COD,2009,1108.57506967795
COG,2009,8138.45033818822
COL,2009,13586.7518430982
COM,2009,3107.45297029798
CPV,2009,6994.5740991365
CRI,2009,17932.6147807275
CSS,2009,23485.3476402604
CUW,2009,33397.3971262631
CYM,2009,80631.8445943625
CYP,2009,42253.5625
CZE,2009,38175.1422773334
DEU,2009,52484.8550055388
DMA,2009,17534.0339616963
DNK,2009,59516.5093273659
DOM,2009,13992.4103270189
DZA,2009,14104.42817214
EAP,2009,9145.55937197305
EAR,2009,7774.33773434469
EAS,2009,12714.2237120724
ECA,2009,15295.0006884192
ECS,2009,35515.9205157934
ECU,2009,11403.5277978831
EGY,2009,12728.0814586737
EMU,2009,48301.2373515819
ESP,2009,42852.220888454
EST,2009,29284.4047394108
ETH,2009,1262.46398002755
EUU,2009,44429.8245385024
FCS,2009,6020.47268087226
FIN,2009,52599.1487066911
FJI,2009,9536.81721085631
FRA,2009,48404.9657826363
FRO,2009,51533.5447770645
FSM,2009,3674.48835418326
GAB,2009,17911.1458491661
GBR,2009,46241.8039957358
GEO,2009,10553.0896395853
GHA,2009,4269.16005861557
GIN,2009,2537.30645758746
GMB,2009,2745.32540574768
GNB,2009,2102.92720552345
GNQ,2009,38706.6052512135
GRC,2009,39886.2135496664
GRD,2009,13463.580293958
GRL,2009,61035.5672997071
GTM,2009,9740.70936130832
GUY,2009,9924.52660770631
HIC,2009,46327.4026473177
HKG,2009,53172.3001900618
HND,2009,5313.75573967791
HPC,2009,2548.29125787828
HRV,2009,29024.7588699632
HTI,2009,3437.3806965318
HUN,2009,27445.959458479
IBD,2009,10728.8971330412
IBT,2009,9071.97841688627
IDA,2009,3913.30985067071
IDB,2009,5442.74904919392
IDN,2009,8435.4557468629
IDX,2009,3086.29080871342
IND,2009,4731.36160463896
IRL,2009,58547.2673956109
IRN,2009,15055.1494647199
IRQ,2009,11470.5178061755
ISL,2009,57406.4697506817
ISR,2009,36403.1626371602
ITA,2009,48774.3916833748
JAM,2009,9992.97699539021
JOR,2009,10938.5027244703
JPN,2009,39279.498871012
KAZ,2009,24901.3527260084
KEN,2009,4012.19428382397
KGZ,2009,4969.96132720374
KHM,2009,3587.60889588362
KIR,2009,2137.96593927055
KNA,2009,24973.8045286303
KOR,2009,37176.1939270969
KWT,2009,67896.2680451995
LAC,2009,16140.5852729088
LAO,2009,4625.07173324518
LBN,2009,16264.3506182706
LBR,2009,1492.99817384053
LBY,2009,20518.9642412838
LCA,2009,20907.3343580129
LCN,2009,16665.7968741583
LDC,2009,2865.13063673889
LIC,2009,2614.39792999496
LKA,2009,9156.31906483165
LMC,2009,5301.54044215281
LMY,2009,8245.88562171389
LSO,2009,2538.19341751854
LTE,2009,13330.2590659531
LTU,2009,26217.5449293891
LUX,2009,129002.240187517
LVA,2009,24520.6791475489
MAC,2009,104911.140336462
MAR,2009,7063.72705078125
MDA,2009,9001.23432081622
MDG,2009,1673.15551466723
MDV,2009,16230.0089361263
MEA,2009,12295.7832638917
MEX,2009,19385.5437230088
MHL,2009,4047.22680617884
MIC,2009,8729.20567260891
MKD,2009,16084.2946742803
MLI,2009,2575.54549773621
MLT,2009,35511.3563931618
MMR,2009,3578.17424704515
MNA,2009,8811.65429381035
MNE,2009,18985.0166440648
MNG,2009,9095.9769892529
MOZ,2009,1178.70909947834
MRT,2009,5639.78745018612
MUS,2009,18290.4070077862
MWI,2009,1449.72601522136
MYS,2009,22106.6417311801
NAC,2009,58016.8608848414
NAM,2009,10166.2899453939
NER,2009,1277.69230957636
NGA,2009,7581.40572117009
NIC,2009,5538.3658931707
NLD,2009,61029.7298855714
NOR,2009,83642.0695747773
NPL,2009,2961.83900365912
NRU,2009,6926.97979734746
NZL,2009,41132.3368456501
OED,2009,43146.9846734134
OMN,2009,48304.1178923167
OSS,2009,19473.3520068419
PAK,2009,4270.43882264229
PAN,2009,21822.98771721
PER,2009,11204.3768755244
PHL,2009,5965.30730902221
PLW,2009,16688.7234642116
PNG,2009,3349.64345389883
POL,2009,26204.410367111
PRE,2009,4378.09919247674
PRI,2009,40772.3514249612
PRT,2009,36092.8109314685
PRY,2009,11601.2854565092
PSE,2009,5270.66331643219
PSS,2009,6079.22065891627
PST,2009,47865.9128065078
QAT,2009,108435.74676157
ROU,2009,25761.7373850906
RUS,2009,31654.00390625
RWA,2009,1699.94452992694
SAS,2009,4683.42320559577
SAU,2009,51760.7643987566
SDN,2009,4188.0546875
SEN,2009,3371.46166688616
SGP,2009,84843.5194001734
SLB,2009,2514.89101043351
SLE,2009,2376.58254518958
SLV,2009,8494.49847423621
SMR,2009,73093.8317013426
SOM,2009,956.220325392405
SRB,2009,17488.1952473271
SSA,2009,4836.23831598363
SSF,2009,4476.26595816638
SST,2009,18687.1342887514
STP,2009,4919.19529822865
SUR,2009,21906.4105447498
SVK,2009,27891.8969419417
SVN,2009,37802.0880186755
SWE,2009,53411.2005853182
SWZ,2009,7988.59750005303
SXM,2009,50980.9400838983
SYC,2009,21361.1307875284
SYR,2009,9284.10162126587
TCA,2009,17512.1977777876
TCD,2009,2474.70758351267
TEA,2009,9251.63086959459
TEC,2009,22248.6251392661
TGO,2009,1989.82990346963
THA,2009,15665.9031153449
TJK,2009,2349.50030269416
TKM,2009,8264.86534322735
TLA,2009,16551.7045424013
TLS,2009,3792.3582606223
TMN,2009,8835.79578956671
TON,2009,5453.87514548883
TSA,2009,4683.42320559577
TSS,2009,4476.26595816638
TTO,2009,34212.2683057008
TUN,2009,12229.7752536693
TUR,2009,18612.1925231905
TUV,2009,3638.18761780626
TZA,2009,2560.81103515625
UGA,2009,2188.29916246327
UKR,2009,16092.7958984375
UMC,2009,12087.7075800745
URY,2009,23138.0820687014
USA,2009,58714.9736915861
UZB,2009,5439.55068123847
VCT,2009,13723.7838252622
VIR,2009,58895.3056899496
VNM,2009,6914.33863589545
VUT,2009,3396.73599458141
WLD,2009,15452.5012186257
WSM,2009,6104.12751491364
XKX,2009,7481.45889832785
ZAF,2009,13910.7017093394
ZMB,2009,3065.84420108998
ZWE,2009,3299.41379594873
ABW,2010,33951.6246182745
AFE,2010,3976.01098918458
AFG,2010,2848.58606111495
AFW,2010,5575.8352710514
AGO,2010,11077.1301919405
ALB,2010,11829.0532917923
AND,2010,58285.0577756981
ARB,2010,15570.139810079
ARE,2010,70913.778039508
ARG,2010,28056.2570212342
ARM,2010,10438.5641904169
ATG,2010,25826.6086383235
AUS,2010,52739.2681556133
AUT,2010,59730.5512005635
AZE,2010,19925.3900662137
BDI,2010,991.038897704986
BEL,2010,56240.2030936239
BEN,2010,2733.57399641151
BFA,2010,1873.97146230828
BGD,2010,4125.46390163202
BGR,2010,21724.3762726863
BHR,2010,50704.8479679819
BHS,2010,32711.4592459383
BIH,2010,12142.9120522116
BLR,2010,24012.6133040213
BLZ,2010,11913.6635959061
BMU,2010,105968.875104213
BOL,2010,9230.39808115934
BRA,2010,18062.158110224
BRB,2010,22243.4579670705
BRN,2010,88586.5133683924
BTN,2010,9985.28455483655
BWA,2010,14545.0198074427
CAF,2010,1479.41367757692
CAN,2010,52558.4408142168
CEB,2010,27958.1572558149
CHE,2010,74290.2619629278
CHL,2010,24116.7694715614
CHN,2010,10476.3123630451
CIV,2010,4338.65248394142
CMR,2010,4286.58302947378
COD,2010,1158.01422439658
COG,2010,8583.66179834288
COL,2010,14037.0642668639
COM,2010,3161.37481152565
CPV,2010,7072.12150207342
CRI,2010,18660.9198222783
CSS,2010,23877.4955111535
CUW,2010,33004.554021481
CYM,2010,76294.7641308594
CYP,2010,42102.45703125
CZE,2010,39097.3886218756
DEU,2010,54738.7083006711
DMA,2010,17516.7879573152
DNK,2010,60190.6346060499
DOM,2010,14975.0010126958
DZA,2010,14496.4211312996
EAP,2010,9942.05612363275
EAR,2010,8162.08649693166
EAS,2010,13649.8185307789
ECA,2010,16159.5274975142
ECS,2010,36408.7097554106
ECU,2010,11665.6978598204
EGY,2010,13128.9878334085
EMU,2010,49154.1682709208
ESP,2010,42695.5274189933
EST,2010,30070.2990791103
ETH,2010,1381.19044652656
EUU,2010,45250.3903983527
FCS,2010,6276.40428236732
FIN,2010,54017.9458623339
FJI,2010,9784.30356200221
FRA,2010,49130.422942344
FRO,2010,51479.1939803423
FSM,2010,3764.95289087757
GAB,2010,18530.5760936058
GBR,2010,46917.8912974837
GEO,2010,11294.3685917112
GHA,2010,4495.68916584106
GIN,2010,2594.83050344245
GMB,2010,2824.21259222517
GNB,2010,2164.13349780236
GNQ,2010,33668.8740654852
GRC,2010,37566.7483686263
GRD,2010,13354.9085012616
GRL,2010,61863.2826915137
GTM,2010,9825.0176796825
GUY,2010,10374.3947557656
HIC,2010,47586.1992927683
HKG,2010,56355.4117939379
HND,2010,5396.07227927744
HPC,2010,2636.27574954962
HRV,2010,28702.0030009381
HTI,2010,3205.49829961515
HUN,2010,27801.833816111
IBD,2010,11398.4047966783
IBT,2010,9596.57611038622
IDA,2010,4059.15683050134
IDB,2010,5620.68978717584
IDN,2010,8848.22473702066
IDX,2010,3212.44283335606
IND,2010,5059.2827108398
IRL,2010,59209.0996763251
IRN,2010,15729.9131707266
IRQ,2010,11816.841015026
ISL,2010,56211.8345417402
ISR,2010,37722.4099869836
ITA,2010,49301.6959141674
JAM,2010,9805.90172806302
JOR,2010,10953.537631697
JPN,2010,40881.7972423185
KAZ,2010,26374.8407672795
KEN,2010,4211.52462957784
KGZ,2010,4876.47964886483
KHM,2010,3711.53750580157
KIR,2010,2119.64018013945
KNA,2010,24997.5672513428
KOR,2010,39574.0500732947
KWT,2010,62956.2152904125
LAC,2010,17032.6099507094
LAO,2010,4946.10563678173
LBN,2010,17390.7584012958
LBR,2010,1538.85083488512
LBY,2010,21115.5259846154
LCA,2010,20849.0551242245
LCN,2010,17552.0359470296
LDC,2010,2978.17163123982
LIC,2010,2703.70385729291
LKA,2010,9832.18622338643
LMC,2010,5575.53785565004
LMY,2010,8764.71490671499
LSO,2010,2651.37804898226
LTE,2010,14252.0920575578
LTU,2010,26887.4913057701
LUX,2010,131432.059616316
LVA,2010,24119.7307848939
MAC,2010,130758.2806979
MAR,2010,7210.63671875
MDA,2010,9649.9509930271
MDG,2010,1635.24511473059
MDV,2010,16730.0144200167
MEA,2010,12616.921437154
MEX,2010,20058.3854859755
MHL,2010,4269.35843273854
MIC,2010,9292.00637276254
MKD,2010,16731.1595676008
MLI,2010,2632.26468220172
MLT,2010,37527.338314073
MMR,2010,3893.79030665874
MNA,2010,9031.31975575147
MNE,2010,19476.2433855105
MNG,2010,9507.118823625
MOZ,2010,1224.23020471309
MRT,2010,5605.76388754436
MUS,2010,19045.6542832867
MWI,2010,1504.37514113215
MYS,2010,23307.9698543785
NAC,2010,59082.0189334998
NAM,2010,10614.6201576671
NER,2010,1336.56410237447
NGA,2010,7962.6395731076
NIC,2010,5701.12790180564
NLD,2010,61518.5540088717
NOR,2010,83256.7880722557
NPL,2010,3085.31407004502
NRU,2010,6908.3570297951
NZL,2010,41270.9285099133
OED,2010,44163.5000019848
OMN,2010,48191.6145135737
OSS,2010,19848.3886436507
PAK,2010,4228.7817715945
PAN,2010,22739.1106156183
PER,2010,12059.0180183322
PHL,2010,6273.03927731515
PLW,2010,16524.0426937512
PNG,2010,3579.17141222267
POL,2010,27112.1333797381
PRE,2010,4539.58255211005
PRI,2010,40777.6892825687
PRT,2010,36703.1141882821
PRY,2010,12738.5765601697
PSE,2010,5432.24363072522
PSS,2010,6218.24218010191
PST,2010,49038.843112135
QAT,2010,129044.708988673
ROU,2010,24903.0077613835
RUS,2010,33063.5859375
RWA,2010,1779.15851051568
SAS,2010,4997.84158209382
SAU,2010,54911.547517012
SDN,2010,4219.8369140625
SEN,2010,3403.56707165919
SGP,2010,95456.1893079996
SLB,2010,2682.28532344354
SLE,2010,2459.76814418708
SLV,2010,8648.92982717672
SMR,2010,68669.2526491343
SOM,2010,995.225555512318
SRB,2010,17841.5052482398
SSA,2010,4993.41645515479
SSF,2010,4629.34154572117
SST,2010,19028.3801181314
STP,2010,4882.04796466341
SUR,2010,22772.4754543689
SVK,2010,29758.1740140117
SVN,2010,38056.1815241775
SWE,2010,56003.2704715511
SWZ,2010,8245.64153332215
SXM,2010,52140.59965779
SYC,2010,21708.7554506566
SYR,2010,9546.56048805399
TCA,2010,17000.2227766463
TCD,2010,2717.40540184377
TEA,2010,10056.9514545643
TEC,2010,23166.0886517263
TGO,2010,2049.78055930203
THA,2010,16730.3697884488
TJK,2010,2449.27358745359
TKM,2010,8842.33283585112
TLA,2010,17449.5916792059
TLS,2010,4047.24946392086
TMN,2010,9055.96117517288
TON,2010,5488.75040326595
TSA,2010,4997.84158209382
TSS,2010,4629.34154572117
TTO,2010,35145.1253639062
TUN,2010,12458.2710366551
TUR,2010,19897.4464836887
TUV,2010,3506.0602338093
TZA,2010,2654.80346679688
UGA,2010,2244.60595194584
UKR,2010,16811.794921875
UMC,2010,12967.5096494913
URY,2010,24879.8350192618
USA,2010,59789.4129069749
UZB,2010,5760.80511957791
VCT,2010,13175.7230154228
VIR,2010,59272.2456856343
VNM,2010,7274.73310698016
VUT,2010,3359.84954476432
WLD,2010,16047.9897391201
WSM,2010,6427.31156227699
XKX,2010,7877.10199850556
